id,es,en,it,fr,de,pt
msg_saving_changes,Guardando cambios...,Saving changes...,Salvataggio modifiche...,Enregistrement des modifications...,Änderungen werden gespeichert...,Salvando alterações...
err_upload_thumb,Error al subir imagen de miniatura.,Error uploading thumbnail image.,Errore durante il caricamento della miniatura.,Erreur lors du téléchargement de la miniature.,Fehler beim Hochladen des Miniaturbilds.,Erro ao enviar a imagem em miniatura.
err_upload_data,Error al subir los datos del mundo.,Error uploading world data.,Errore durante il caricamento dei dati del mondo.,Erreur lors du téléchargement des données du monde.,Fehler beim Hochladen der Weltdaten.,Erro ao enviar os dados do mundo.
err_generate_id,Error: No se pudo generar un ID único para el mapa. Intenta de nuevo.,Error: Could not generate a unique ID for the map. Try again.,Errore: Impossibile generare un ID univoco per la mappa. Riprova.,Erreur : Impossible de générer un identifiant unique pour la carte. Réessayez.,Fehler: Es konnte keine eindeutige ID für die Karte generiert werden. Bitte erneut versuchen.,Erro: Não foi possível gerar um ID exclusivo para o mapa. Tente novamente.
err_save_db,Error al guardar información del mundo en la base de datos. Detalle: ,Error saving world information to the database. Detail: ,Errore durante il salvataggio delle informazioni del mondo nel database. Dettaglio: ,Erreur lors de l'enregistrement des informations du monde dans la base de données. Détail : ,Fehler beim Speichern der Weltinformationen in der Datenbank. Detail: ,Erro ao salvar informações do mundo no banco de dados. Detalhe: 
msg_upload_success,¡Mundo subido con éxito!,World uploaded successfully!,Mondo caricato con successo!,Monde téléchargé avec succès !,Welt erfolgreich hochgeladen!,Mundo enviado com sucesso!
err_auth,Error de autenticación.,Authentication error.,Errore di autenticazione.,Erreur d'authentification.,Authentifizierungsfehler.,Erro de autenticação.
err_grid_not_found,Error interno: Grid no encontrado.,Internal error: Grid not found.,Errore interno: Grid non trovato.,Erreur interne : Grid introuvable.,Interner Fehler: Grid nicht gefunden.,Erro interno: Grid não encontrado.
err_save_not_found,El archivo de guardado no existe en el disco.,The save file does not exist on disk.,Il file di salvataggio non esiste sul disco.,Le fichier de sauvegarde n'existe pas sur le disque.,Die Speicherdatei existiert nicht auf der Festplatte.,O arquivo de salvamento não existe no disco.
err_save_empty,El archivo de guardado está vacío.,The save file is empty.,Il file di salvataggio è vuoto.,Le fichier de sauvegarde est vide.,Die Speicherdatei ist leer.,O arquivo de salvamento está vazio.
err_upload_new_thumb,Error al subir nueva miniatura.,Error uploading new thumbnail.,Errore durante il caricamento della nuova miniatura.,Erreur lors du téléchargement de la nouvelle miniature.,Fehler beim Hochladen des neuen Miniaturbilds.,Erro ao enviar nova miniatura.
err_upload_new_data,Error al subir los datos del nuevo mundo.,Error uploading new world data.,Errore durante il caricamento dei dati del nuovo mondo.,Erreur lors du téléchargement des données du nouveau monde.,Fehler beim Hochladen der neuen Weltdaten.,Erro ao enviar os dados do novo mundo.
err_get_doc,Error al obtener documento del mundo.,Error fetching world document.,Errore durante il recupero del documento del mondo.,Erreur lors de la récupération du document du monde.,Fehler beim Abrufen des Weltdokuments.,Erro ao obter o documento do mundo.
msg_update_success,Mundo actualizado exitosamente.,World updated successfully.,Mondo aggiornato con successo.,Monde mis à jour avec succès.,Welt erfolgreich aktualisiert.,Mundo atualizado com sucesso.
err_update_db,Error al actualizar la base de datos.,Error updating database.,Errore durante l'aggiornamento del database.,Erreur lors de la mise à jour de la base de données.,Fehler beim Aktualisieren der Datenbank.,Erro ao atualizar o banco de dados.
msg_map_not_found,No se encontró ningún mapa con el código: ,No map found with the code: ,Nessuna mappa trovata con il codice: ,Aucune carte trouvée avec le code : ,Es wurde keine Karte mit dem Code gefunden: ,Nenhum mapa encontrado com o código: 
msg_deleting,Eliminando...,Deleting...,Eliminazione in corso...,Suppression...,Löschen...,Excluindo...
world_manager_title,Gestor de Mundos,World Manager,Gestore Mondi,Gestionnaire de Mondes,Weltmanager,Gerenciador de Mundos
msg_saving_changes,Guardando cambios...,Saving changes...,Salvataggio modifiche...,Enregistrement des modifications...,Änderungen werden gespeichert...,Salvando alterações...
msg_changes_saved_success,Cambios guardados con éxito,Changes saved successfully,Modifiche salvate con successo,Modifications enregistrées avec succès,Änderungen erfolgreich gespeichert,Alterações salvas com sucesso
msg_ad_failed,El anuncio no se completó.,The ad did not complete.,L'annuncio non è stato completato.,L'annonce n'a pas été terminée.,Die Anzeige wurde nicht abgeschlossen.,O anúncio não foi concluído.
msg_upload_limit_reached,Has alcanzado el límite de 10 mundos subidos. Elimina uno antiguo desde Gestor de Mundos para subir más.,You have reached the limit of 10 uploaded worlds. Delete an old one from World Manager to upload more.,Hai raggiunto il limite di 10 mondi caricati. Elimina uno vecchio da Gestore Mondi per caricarne altri.,Vous avez atteint la limite de 10 mondes téléchargés. Supprimez-en un ancien dans Gestionnaire de Mondes pour en télécharger d'autres.,"Sie haben das Limit von 10 hochgeladenen Welten erreicht. Löschen Sie eine alte Welt im Weltmanager, um mehr hochzuladen.",Você atingiu o limite de 10 mundos enviados. Exclua um antigo no Gerenciador de Mundos para enviar mais.
msg_download_file_not_found,No se encontró el archivo de descarga.,The download file was not found.,Il file di download non è stato trovato.,Le fichier de téléchargement est introuvable.,Die Download-Datei wurde nicht gefunden.,O arquivo de download não foi encontrado.
msg_no_worlds_uploaded,No tienes mundos subidos.,You have no uploaded worlds.,Non hai mondi caricati.,Vous n'avez pas de mondes téléchargés.,Sie haben keine hochgeladenen Welten.,Você não tem mundos enviados.
btn_close_word,Cerrar,Close,Chiudi,Fermer,Schließen,Fechar
confirm_update_title,Actualizar Mundo,Update World,Aggiorna Mondo,Mettre à jour le monde,Welt aktualisieren,Atualizar Mundo
confirm_update_msg,Ya tienes este mapa en tu colección. ¿Quieres volver a descargarlo para asegurarte de tener la versión más reciente del creador?,You already have this map in your collection. Do you want to download it again to make sure you have the creator's latest version?,Hai già questa mappa nella tua collezione. Vuoi scaricarla di nuovo per assicurarti di avere l'ultima versione dell'autore?,Vous avez déjà cette carte dans votre collection. Voulez-vous la télécharger à nouveau pour vous assurer d'avoir la dernière version du créateur ?,Sie haben diese Karte bereits in Ihrer Sammlung. Möchten Sie sie erneut herunterladen, um sicherzustellen, dass Sie die neueste Version des Erstellers haben?,Você já tem este mapa em sua coleção. Deseja baixá-lo novamente para garantir que tenha a versão mais recente do criador?
msg_edit_limit_reached,Has alcanzado el límite de 5 mapas por día por lo que no puedes reemplazar el archivo. (Aún puedes editar el nombre/categoría).,"You have reached the limit of 5 maps per day, so you cannot replace the file. (You can still edit the name/category).","Hai raggiunto il limite di 5 mappe al giorno, quindi non puoi sostituire il file. (Puoi ancora modificare il nome/categoria).","Vous avez atteint la limite de 5 cartes par jour, vous ne pouvez donc pas remplacer le fichier. (Vous pouvez toujours modifier le nom/catégorie).","Sie haben das Limit von 5 Karten pro Tag erreicht und können die Datei daher nicht ersetzen. (Sie können Name/Kategorie weiterhin bearbeiten).","Você atingiu o limite de 5 mapas por dia, portanto, não pode substituir o arquivo. (Você ainda pode editar o nome/categoria)."
msg_workshop_discovery,¡Aquí puedes encontrar mapas increíbles hechos por jugadores de todo el mundo!,"Here you can find amazing maps made by players from all over the world!","Qui puoi trovare fantastiche mappe realizzate da giocatori di tutto il mondo!","Ici, vous pouvez trouver des cartes incroyables créées par des joueurs du monde entier !","Hier finden Sie fantastische Karten, die von Spielern aus der ganzen Welt erstellt wurden!","Aqui você encontra mapas incríveis feitos por jogadores de todo o mundo!"
msg_enter_full_code,Por favor introduce el código completo.,Please enter the full map code.,Por favor insira o código completo.,Veuillez entrer le code complet.,Bitte geben Sie den vollständigen Code ein.,Пожалуйста введите полный код.
msg_invalid_map_code,El código ingresado es inválido (error de tipeo).,The entered code is invalid (typo error).,O código inserido é inválido (erro de digitação).,Le code saisi est invalide (erreur de frappe).,Der eingegebene Code ist ungültig (Tippfehler).,Введенный код недействителен (опечатка).
msg_searching_map,Buscando...,Searching...,Buscando...,Recherche...,Suchen...,Поиск...
octave_selection,"Selección
Octava","Octave
Selection","Selezione
Ottava","Sélection
Octave","Oktaven-
auswahl","Seleção de
Oitava"
show_music_notes_popup,"Ver notas al pulsar","Show notes on press","Mostra note alla pressione","Afficher les notes à l'appui","Noten beim Drücken anzeigen","Mostrar notas ao pressionar"
octave,"Octava","Octave","Ottava","Octave","Oktave","Oitava"
